Name of TPS,Installed Capacity (MW),CIL,SSCL,Captive,E-Auction,Import,Others,Total,Total Consumption,Closing Stocks,Month,Year,SCCL
MUNDRA UMTPP,4000.0,0,0,0,0.0,954.584,0.0,954.584,708.108,689.232,2,2024,
NASIK TPS,630.0,125.65,0,0,0.0,22.891,0.0,148.541,164.512,138.19,2,2024,
NAWAPARA TPP,600.0,189.719,0,0,0.0,0.0,0.0,189.719,201.689,258.91,2,2024,
NIGRI TPP,1320.0,0,0,312.413,132.7958,0.0,0.0,445.2088,433.898,353.3966,2,2024,
NIWARI TPP,90.0,16.95,0,0,0.0,0.0,18.22,35.17,28.61,86.18,2,2024,
OP JINDAL TPS,1000.0,70.42,0,0,350.561,0.0,75.105,496.086,420.394,329.311,2,2024,
PARAS TPS,500.0,237.525,0,0,0.0,0.0,0.0,237.525,226.286,81.84,2,2024,
PARLI TPS,750.0,42.776,215.524,0,0.0,0.0,0.0,258.3,247.62,90.29,2,2024,
PATHADI TPP,600.0,277.92,0,0,0.0,0.0,0.0,277.92,232.75,240.15,2,2024,
RATIJA TPS,100.0,5,0,0,0.0,0.0,55.582,60.582,36.741,47.25,2,2024,
SABARMATI (D-F STATIONS),362.0,128.766,0,0,0.0,23.967,0.0,152.733,127.463,134.32,2,2024,
SALAYA TPP,1200.0,0,0,0,0.0,86.802,0.0,86.802,111.015,42.15,2,2024,
SANJAY GANDHI TPS,1340.0,383.704,0,0,0.0,0.0,0.0,383.704,293.267,331.67,2,2024,
SASAN UMTPP,3960.0,0,0,1546.65,0.0,0.0,0.0,1546.65,1498.848,192.83,2,2024,
SATPURA TPS,1330.0,281.78099999999995,0,0,0.0,0.0,0.0,281.78099999999995,217.252,140.65,2,2024,
SEIONI TPP,600.0,116.649,0,0,101.94,0.0,0.0,218.589,226.962,40.37,2,2024,
SHIRPUR TPP,300.0,0,0,0,0.0,0.0,82.873,82.873,54.665,90.07,2,2024,
SHREE SINGAJI TPP,2520.0,958.075,0,0,0.0,0.0,0.0,958.075,878.55,383.8,2,2024,
SIKKA REP. TPS,500.0,0,0,0,0.0,56.531,0.0,56.531,31.939,93.73,2,2024,
SIPAT STPS,2980.0,1395.5900000000001,0,0,0.0,0.0,0.0,1395.5900000000001,1356.963,424.819,2,2024,
SOLAPUR STPS,1320.0,165.9,211.78,4.03,0.0,90.5,0.0,472.21,373.164,552.444,2,2024,
SVPL TPP,63.0,0,0,0,0.0,0.0,129.12,129.12,72.545,93.86,2,2024,
TAMNAR TPP,2400.0,496.661,0,0,260.622,27.523,128.467,913.273,1036.942,34.230000000000004,2,2024,
TROMBAY TPS,750.0,0,0,0,0.0,126.443,0.0,126.443,171.293,160.12,2,2024,
UCHPINDA TPP,1440.0,215.333,0,0,196.59529,0.0,0.0,411.92829,507.425,487.75,2,2024,
UKAI TPS,1110.0,272.802,0,0,0.0,8.00896,0.0,280.81096,328.358,324.77,2,2024,
VINDHYACHAL STPS,4760.0,1655.37,0,0,0.0,0.0,0.0,1655.37,1701.429,1071.592,2,2024,
WANAKBORI TPS,2270.0,738.211,0,0,0.0,16.204,0.0,754.415,710.099,272.07,2,2024,
WARDHA WARORA TPP,540.0,255.45,0,0,12.7,0.0,5.36,273.51,227.941,133.07,2,2024,
ADANI POWER LIMITED UDUPI TPP,1200.0,0,0,0,0.0,264.116,0.0,264.116,234.772,77.48,2,2024,
BELLARY TPS,1700.0,170.23662,146.42758,261.64952,0.0,31.46446,0.0,609.77818,530.169,205.51,2,2024,
BHADRADRI TPP,1080.0,0,477.332,0,0.0,0.0,0.0,477.332,446.572,111.579,2,2024,
DAMODARAM SANJEEVAIAH TPS,2400.0,548.541,0,0,0.0,0.0,0.0,548.541,575.154,90.561,2,2024,
Dr. N.TATA RAO TPS,2560.0,559.693,334.294,0,0.0,0.0,0.0,893.987,811.294,178.09,2,2024,
ITPCL TPP,1200.0,0,0,0,0.0,401.526,0.0,401.526,456.618,67.35,2,2024,
KAKATIYA TPS,1100.0,0,439.461,0,0.0,0.0,0.0,439.461,379.856,378.668,2,2024,
KOTHAGUDEM TPS (NEW),1000.0,0,369.944,0,0.0,0.0,0.0,369.944,382.39,131.017,2,2024,
KOTHAGUDEM TPS (STAGE-7),800.0,0,245.397,0,0.0,0.0,0.0,245.397,256.53,74.837,2,2024,
KUDGI STPP,2400.0,199.96,288.32,72.63,0.0,192.411,0.0,753.321,707.037,515.523,2,2024,
METTUR TPS,840.0,203.6335,137.5051,0,0.0,0.0,0.0,341.1386,390.0657,133.47,2,2024,
METTUR TPS - II,600.0,139.47,90.69,0,0.0,0.0,0.0,230.16,264.3,116.52,2,2024,
MUTHIARA TPP,1200.0,0,0,0,0.0,321.943,0.0,321.943,335.045,162.327,2,2024,
NORTH CHENNAI TPS,1830.0,762.01,0,0,0.0,0.0,0.0,762.01,845.085,195.617,2,2024,
NTPL TUTICORIN  TPP,1000.0,151.692,0,207.034,0.0,0.0,0.0,358.726,317.584,307.96,2,2024,
PAINAMPURAM TPP,1320.0,389.422,0,0,0.0,104.051,0.0,493.473,526.0619,257.78999999999996,2,2024,
RAICHUR TPS,1720.0,381.93600000000004,209.71,0,0.0,0.0,0.0,591.6460000000001,662.793,298.2,2,2024,
RAMAGUNDEM-B TPS,62.5,0,26.846,0,0.0,0.0,0.0,26.846,24.602,8.513,2,2024,
RAMAGUNDEM STPS,2600.0,0,1032.23,0,0.0,0.0,0.0,1032.23,858.306,650.811,2,2024,
RAYALASEEMA TPS,1650.0,613.34,113.259,0,0.0,0.0,0.0,726.599,687.81,96.344,2,2024,
SGPL TPP,1320.0,149.775,0,0,0.0,322.039,0.0,471.81399999999996,424.331,457.44,2,2024,
SIMHADRI,2000.0,667.9100000000001,15.53,80.33,0.0,178.82,0.0,942.59,744.056,416.31600000000003,2,2024,
SIMHAPURI TPS,600.0,0,0,0,0.0,141.574449,0.0,141.574449,184.32,94.24,2,2024,
SINGARENI TPP,1200.0,0,367.826,0,0.0,0.0,0.0,367.826,402.962,138.17,2,2024,
TELANGANA STPP PH-1,1600.0,0,279.75,0,0.0,0.0,0.0,279.75,260.697,186.718,2,2024,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,25.59,0.0,25.59,25.59,0.0,2,2024,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,44.47,0.0,44.47,70.72,22.3,2,2024,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,158.599,0.0,158.599,152.462,9.2,2,2024,
TUTICORIN TPS,1050.0,605.7470000000001,0,0,0.0,0.0,0.0,605.7470000000001,579.628,196.73,2,2024,
VALLUR TPP,1500.0,174.214,86.625,0,0.0,0.0,0.0,260.839,188.415,553.68,2,2024,
VIZAG TPP,1040.0,211.14347,0,0,0.0,0.0,0.0,211.14347,283.66,59.17529999999999,2,2024,
YERMARUS TPP,1600.0,0,290.87,0,0.0,28.431,0.0,319.301,346.668,253.473,2,2024,
BAKRESWAR TPS,1050.0,38.278,0,455.547,0.0,0.0,0.0,493.82500000000005,457.531,104.016,2,2024,
BANDEL TPS,270.0,0,0,105.861,0.0,0.0,0.0,105.861,105.555,22.87,2,2024,
BARAUNI TPS,710.0,40.95,0,193.69,0.0,0.0,0.0,234.64,209.33,138.942,2,2024,
BARH  STPS,2640.0,451.94,0,310.26,0.0,162.531,0.0,924.731,907.284,673.974,2,2024,
BOKARO TPS `A` EXP,500.0,247.23399999999998,0,3.819,0.0,0.0,0.0,251.05299999999997,187.625,242.0,2,2024,
BUDGE BUDGE TPS,750.0,103.68799999999999,0,42.998,152.323,0.0,0.0,299.009,243.224,236.34,2,2024,
CHANDRAPURA(DVC) TPS,500.0,190.689,0,53.822,0.0,0.0,0.0,244.511,200.249,258.834,2,2024,
DARLIPALI STPS,1600.0,51.56,0,767.22,0.0,0.0,0.0,818.78,844.238,276.41,2,2024,
DERANG TPP,1200.0,284.414,0,0,362.905,0.0,0.0,647.319,352.514,1015.13,2,2024,
DISHERGARH TPP,12.0,3.921,0,0,0.0,0.0,0.0,3.921,4.458,0.09,2,2024,
D.P.L. TPS,550.0,48.347,0,139.22,0.0,0.0,0.0,187.567,140.801,153.31,2,2024,
DURGAPUR STEEL TPS,1000.0,258.23,0,0,0.0,0.0,0.0,258.23,233.07,380.06,2,2024,
FARAKKA STPS,2100.0,591.03,0,3.53,0.0,92.626,0.0,687.1859999999999,584.314,697.28,2,2024,
HALDIA TPP,600.0,251.275,0,0,3.899,0.0,0.0,255.174,236.26,221.74,2,2024,
HIRANMAYE TPP,300.0,126.249,0,0,0.0,0.0,0.0,126.249,143.677,13.58,2,2024,
IB VALLEY TPS,1740.0,190.644,0,556.888,0.0,0.0,0.0,747.532,740.367,368.0,2,2024,
JOJOBERA TPS,240.0,50.965,0,0,12.0,0.0,5.44,68.405,84.98,47.99,2,2024,
KAHALGAON TPS,2340.0,1250.3300000000002,0,0,0.0,124.173,0.0,1374.5030000000002,1269.61,578.304,2,2024,
KAMALANGA TPS,1050.0,400.40729999999996,0,0,115.82,0.0,0.0,516.2273,525.72,222.972,2,2024,
KODARMA TPP,1000.0,437.014,0,0,0.0,0.0,0.0,437.014,367.049,314.24,2,2024,
KOLAGHAT TPS,840.0,68.571,0,276.211,0.0,0.0,0.0,344.78200000000004,313.291,84.26,2,2024,
MAHADEV PRASAD STPP,540.0,154.885,0,0,0.0,0.0,106.247,261.132,246.02,42.55,2,2024,
MAITHON RB TPP,1050.0,320.589,0,0,38.001,0.0,0.0,358.59,397.239,382.73,2,2024,
MEJIA TPS,2340.0,739.202,0,208.382,0.0,3.433,0.0,951.017,962.406,395.1,2,2024,
MUZAFFARPUR TPS,390.0,51.901,0,123.131,0.0,0.0,0.0,175.032,172.187,120.58,2,2024,
NABINAGAR STPP,1980.0,502.84000000000003,0,126.14,0.0,40.4,0.0,669.38,632.66,666.37,2,2024,
NABINAGAR TPP,1000.0,427.6864,0,0,0.0,3.8533,0.0,431.5397,415.05,132.07,2,2024,
NORTH KARANPURA TPP,1320.0,278.09,0,183.33,0.0,0.0,0.0,461.41999999999996,278.707,251.155,2,2024,
RAGHUNATHPUR TPP,1200.0,539.115,0,0,0.0,0.0,0.0,539.115,375.499,354.945,2,2024,
SAGARDIGHI TPS,1600.0,46.59,0,678.586,0.0,0.0,0.0,725.176,702.178,199.99,2,2024,
SANTALDIH TPS,500.0,6.9,0,140.566,0.0,0.0,0.0,147.466,166.868,59.84,2,2024,
SOUTHERN REPL. TPS,135.0,14.623,0,0,19.705,0.0,0.0,34.327999999999996,4.37,64.1,2,2024,
TALCHER STPS,3000.0,1354.49,0,0,0.0,0.33,0.0,1354.82,1298.681,785.432,2,2024,
TENUGHAT TPS,420.0,176.83,0,0,0.0,0.0,0.0,176.83,161.63,70.47,2,2024,
VEDANTA TPP,600.0,229.2,0,0,0.0,0.0,0.0,229.2,259.54,162.88,2,2024,
BONGAIGAON TPP,750.0,122.23,0,169.08,0.0,33.754,0.0,325.064,175.713,340.88100000000003,2,2024,
ADANI POWER LIMITED KAWAI TPP,1320.0,401.55100000000004,0,0,0.0,99.097,0.0,500.648,442.201,163.38,3,2024,
ANPARA C TPS,1200.0,368.46,0,0,0.0,0.0,0.0,368.46,474.4,107.45,3,2024,
ANPARA TPS,2630.0,857.31,0,0,0.0,0.0,0.0,857.31,1097.244,766.84,3,2024,
BARKHERA TPS,90.0,37.777,0,0,0.0,0.0,0.0,37.777,5.162,95.84,3,2024,
CHHABRA-II TPP,1320.0,39.789910000000006,90.92848,250.45243,0.0,0.0,0.0,381.17082,446.546,122.773,3,2024,
CHHABRA-I PH-1 TPP,500.0,149.54,0,0,0.0,0.0,0.0,149.54,200.1399,59.46,3,2024,
CHHABRA-I PH-2 TPP,500.0,307.8,0,0,0.0,0.0,0.0,307.8,137.63,170.17,3,2024,
DADRI (NCTPP),1820.0,604.35,0,118.27,0.0,51.52,0.0,774.14,390.203,779.224,3,2024,
GH TPS (LEH.MOH.),920.0,15.568,0,202.341,0.0,0.0,0.0,217.90900000000002,219.901,288.37,3,2024,
GOINDWAL SAHIB TPP,540.0,72.70286,0,168.5959,0.0,0.0,0.0,241.29876000000002,122.8897,154.97,3,2024,
HARDUAGANJ TPS,1265.0,563.316,0,0,0.0,0.0,0.0,563.316,293.308,499.61,3,2024,
INDIRA GANDHI STPP,1500.0,595.627,0,0,0.0,7.978,0.07,603.675,491.19100000000003,775.8449999999999,3,2024,
KALISINDH TPS,1200.0,71.133,0,292.374,0.0,0.0,0.0,363.507,351.918,133.24,3,2024,
KHAMBARKHERA TPS,90.0,62.371,0,0,0.0,0.0,0.0,62.371,14.0034,93.44,3,2024,
KOTA TPS,1240.0,578.76812,0,0,0.0,0.0,0.0,578.76812,594.2856,114.21,3,2024,
KUNDARKI TPS,90.0,31.617,0,0,0.0,0.0,0.0,31.617,8.276,51.85,3,2024,
LALITPUR TPS,1980.0,560.4549999999999,0,0,0.0,0.0,0.0,560.4549999999999,567.313,617.08,3,2024,
MAHATMA GANDHI TPS,1320.0,330.568,0,0,0.0,52.476,0.0,383.044,199.73700000000002,670.038,3,2024,
MAQSOODPUR TPS,90.0,15.687,0,0,0.0,0.0,0.0,15.687,9.162,83.0,3,2024,
MEJA STPP,1320.0,507.66934000000003,0,0,0.0,0.0,0.0,507.66934000000003,483.192,426.87,3,2024,
OBRA TPS,1000.0,397.081,0,0,0.0,0.0,0.0,397.081,330.571,295.133,3,2024,
PANIPAT TPS,710.0,370.32800000000003,0,0,0.0,0.0,0.0,370.32800000000003,179.644,466.098,3,2024,
PARICHHA TPS,920.0,349.413,0,0,0.0,0.0,0.0,349.413,340.156,231.331,3,2024,
PRAYAGRAJ TPP,1980.0,841.784,0,0,0.0,0.0,0.0,841.784,654.6589,820.31,3,2024,
RAJIV GANDHI TPS,1200.0,445.305,0,0,0.0,0.0,0.0,445.305,224.387,713.531,3,2024,
RAJPURA TPP,1400.0,491.2374,0,0,0.0,0.0,0.0,491.2374,506.981,400.12,3,2024,
RIHAND STPS,3000.0,1192.59,0,0,0.0,0.0,0.0,1192.59,1304.59,988.01,3,2024,
ROPAR TPS,840.0,42.442,0,240.228,0.0,0.0,0.0,282.67,196.318,532.81,3,2024,
ROSA TPP Ph-I,1200.0,496.522,0,0,0.0,0.0,0.0,496.522,403.17,285.15,3,2024,
SHREE CEMENT LTD TPS,300.0,0,0,0,0.0,83.5,0.0,83.5,83.5,27.8,3,2024,
SINGRAULI STPS,2000.0,852.4,0,0,0.0,0.0,0.0,852.4,866.704,438.08,3,2024,
SURATGARH STPS,1320.0,229.97831000000002,0,167.26448,0.0,0.0,0.0,397.24279,371.186,129.77,3,2024,
SURATGARH TPS,1500.0,458.3299999999999,0,7.977,0.0,0.0,0.0,466.3069999999999,413.36,166.48,3,2024,
TALWANDI SABO TPP,1980.0,600.225,0,0,0.0,0.0,0.0,600.225,507.8,299.01,3,2024,
TANDA TPS,1760.0,551.25,0,140.57,0.0,0.0,0.0,691.8199999999999,536.546,695.81,3,2024,
UNCHAHAR TPS,1550.0,379.61999999999995,0,78.76,0.0,46.534,0.0,504.91399999999993,461.073,509.682,3,2024,
UTRAULA TPS,90.0,19.854,0,0,0.0,0.0,0.0,19.854,6.176,57.58,3,2024,
YAMUNA NAGAR TPS,600.0,323.767,0,0,0.0,0.0,0.0,323.767,209.035,283.75,3,2024,
ADANI POWER LIMITED MUNDRA TPP - III,1980.0,0,0,0,0.0,558.489,0.0,558.489,507.205,117.314,3,2024,
ADANI POWER LIMITED MUNDRA TPP - I & II,2640.0,0,0,0,0.0,793.188,0.0,793.188,699.834,131.668,3,2024,
ADANI POWER LIMITED RAIGARH TPP,600.0,215.28,0,0,87.657,0.0,0.0,302.937,265.46799999999996,120.57000000000001,3,2024,
ADANI POWER LIMITED RAIPUR TPP,1370.0,416.829,0,0,3.945,0.0,76.074,496.848,550.169,270.79,3,2024,
ADANI POWER LIMITED TIRODA TPP,3300.0,1255.006,0,0,0.0,0.0,0.0,1255.006,1275.437,742.7,3,2024,
AKALTARA TPS,1800.0,728.6785,0,0,0.9392,0.0,0.0,729.6177,520.983,594.69,3,2024,
AMARKANTAK EXT TPS,210.0,82.689,0,0,0.0,0.0,0.0,82.689,93.391,61.418,3,2024,
AMRAVATI TPS,1350.0,599.747,0,0,2.687,0.0,0.0,602.434,562.564,208.47,3,2024,
ANUPPUR TPP,1250.0,342.99,0,0,91.15,0.0,0.0,434.14,510.02,439.99,3,2024,
BALCO TPS,600.0,254.62,0,0,42.133,0.0,0.0,296.753,243.862,111.59,3,2024,
BANDAKHAR TPP,300.0,81.938,0,0,32.981,0.0,0.0,114.91900000000001,134.915,65.51,3,2024,
BARADARHA TPS,1200.0,349.065,0,0,276.717,0.0,0.0,625.7819999999999,552.807,245.687,3,2024,
BELA TPS,270.0,121.107,0,0,11.703,0.0,4.333,137.143,99.451,138.66,3,2024,
BHILAI TPS,500.0,270.305,0,0,0.0,14.635,0.0,284.94,238.859,410.53,3,2024,
BHUSAWAL TPS,1210.0,438.88700000000006,0,0,0.0,54.232,0.0,493.119,447.655,466.419,3,2024,
BINA TPS,500.0,172.7,0,0,109.72,0.0,0.0,282.41999999999996,204.73,183.98,3,2024,
BINJKOTE TPP,600.0,55.407,0,0,234.839,0.0,0.0,290.246,202.965,209.58,3,2024,
CHAKABURA TPP,30.0,2.367,0,0,0.0,0.0,61.869,64.236,62.235,78.44,3,2024,
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,1031.812,48.668,0,0.0,135.256,0.0,1215.7359999999999,1233.947,653.65,3,2024,
DAHANU TPS,500.0,204.785,0,0,0.0,0.0,0.0,204.785,184.34,155.795,3,2024,
DHARIWAL TPP,600.0,295.111,0,0,11.24,0.0,0.0,306.351,278.491,241.283,3,2024,
DSPM TPS,500.0,243.638,0,0,0.0,0.0,0.0,243.638,240.201,279.21,3,2024,
GADARWARA TPP,1600.0,387.33000000000004,48.42,194.78,0.0,93.24,0.0,723.77,562.831,484.44100000000003,3,2024,
GANDHI NAGAR TPS,630.0,215.191,0,0,0.0,8.028,0.0,223.219,203.558,167.04,3,2024,
GMR WARORA TPS,600.0,129.977,0,0,114.5,0.0,0.0,244.477,246.947,79.773,3,2024,
JSW RATNAGIRI TPP,300.0,0,0,0,0.0,55.0,0.0,55.0,64.81,47.3,3,2024,
KASAIPALLI TPP,270.0,33.503,0,0,0.0,0.0,172.293,205.796,59.21,173.68,3,2024,
KHAPARKHEDA TPS,1340.0,602.79,0,0,0.0,63.583,0.442,666.8149999999999,675.5169000000001,170.916,3,2024,
KHARGONE STPP,1320.0,259.0036,8.14,64.71000000000001,0.0,24.28,0.0,356.1336,449.579,497.473,3,2024,
KORADI TPS,2190.0,926.1610000000001,74.392,0,0.0,7.772,0.0,1008.3250000000002,852.639,493.032,3,2024,
KORBA STPS,2600.0,1138.1,0,0,0.0,0.0,0.0,1138.1,1243.881,368.54,3,2024,
KORBA-WEST TPS,1340.0,594.483,0,0,0.0,0.0,0.0,594.483,645.193,128.94,3,2024,
LARA TPP,1600.0,0,0,816.4899999999999,0.0,0.0,0.0,816.4899999999999,805.822,444.47,3,2024,
MAHAN TPP,1200.0,249.27,0,0,0.0,0.0,124.238,373.50800000000004,309.57,450.95,3,2024,
MARWA TPS,1000.0,97.69678,0,392.90323,0.0,0.0,0.0,490.60001,475.142,424.35,3,2024,
MAUDA TPS,2320.0,683.06,40.89,132.07999999999998,0.0,167.87,0.0,1023.8999999999999,919.018,592.7379999999999,3,2024,
MUNDRA UMTPP,4000.0,0,0,0,0.0,744.964,0.0,744.964,819.676,614.521,3,2024,
NASIK TPS,630.0,165.14,0,0,0.0,22.709,0.0,187.849,197.711,124.053,3,2024,
NAWAPARA TPP,600.0,104.761,0,0,0.0,0.0,0.0,104.761,201.633,162.04,3,2024,
NIGRI TPP,1320.0,0,0,332.6822,141.7801,0.0,0.0,474.4623,483.41,340.6532,3,2024,
NIWARI TPP,90.0,23.68,0,0,0.0,0.0,17.66,41.34,36.33,91.19,3,2024,
OP JINDAL TPS,1000.0,44.967,0,0,369.817,0.0,80.498,495.282,424.482,400.111,3,2024,
PARAS TPS,500.0,270.726,0,0,0.0,0.0,0.0,270.726,241.667,110.9,3,2024,
PARLI TPS,750.0,77.123,254.589,0,0.0,0.0,0.0,331.712,241.377,180.252,3,2024,
PATHADI TPP,600.0,246.05,0,0,2.2,0.0,0.0,248.25,271.9099,216.49,3,2024,
RATIJA TPS,100.0,0,0,0,0.0,0.0,60.801,60.801,55.944,52.11,3,2024,
SABARMATI (D-F STATIONS),362.0,86.96,0,0,0.0,20.003,0.0,106.963,135.726,105.56,3,2024,
SALAYA TPP,1200.0,0,0,0,0.0,209.813,0.0,209.813,169.293,59.178,3,2024,
SANJAY GANDHI TPS,1340.0,451.07800000000003,0,0,0.0,0.0,0.0,451.07800000000003,440.968,336.79,3,2024,
SASAN UMTPP,3960.0,0,0,1705.886,0.0,0.0,0.0,1705.886,1515.232,383.48,3,2024,
SATPURA TPS,1330.0,214.90300000000002,0,0,0.0,0.0,0.0,214.90300000000002,225.875,124.88,3,2024,
SEIONI TPP,600.0,140.245,0,0,109.117,0.0,0.0,249.36200000000002,274.117,15.62,3,2024,
SHIRPUR TPP,300.0,0,0,0,0.0,42.993,69.641,112.63400000000001,70.013,132.69,3,2024,
SHREE SINGAJI TPP,2520.0,964.193,0,0,0.0,0.0,0.0,964.193,975.568,371.87,3,2024,
SIPAT STPS,2980.0,1449.6299999999999,0,18.21,0.0,0.0,0.0,1467.84,1250.167,634.85,3,2024,
SOLAPUR STPS,1320.0,182.78,118.63,23.64,0.0,0.0,0.0,325.04999999999995,389.21900000000005,488.5029,3,2024,
SVPL TPP,63.0,0,0,0,0.0,0.0,56.51,56.51,52.63,97.74,3,2024,
TAMNAR TPP,2400.0,586.639,0,0,722.169,11.213,33.994,1354.0149999999999,1150.771,237.48,3,2024,
TROMBAY TPS,750.0,0,0,0,0.0,279.1613,0.0,279.1613,217.9385,221.344,3,2024,
UCHPINDA TPP,1440.0,182.517,0,0,38.793,0.0,323.141,544.451,436.155,596.05,3,2024,
UKAI TPS,1110.0,339.632,0,0,0.0,0.0,0.0,339.632,302.034,362.37,3,2024,
VINDHYACHAL STPS,4760.0,1648.57,0,41.33,0.0,0.0,0.0,1689.8999999999999,2054.43,758.67,3,2024,
WANAKBORI TPS,2270.0,698.98,0,0,0.0,0.0,0.0,698.98,423.969,527.423,3,2024,
WARDHA WARORA TPP,540.0,247.37,0,0,28.695,0.0,19.255,295.32,232.0,196.39,3,2024,
ADANI POWER LIMITED UDUPI TPP,1200.0,0,0,0,0.0,468.396,0.0,468.396,255.103,290.77,3,2024,
BELLARY TPS,1700.0,179.41097,179.16824,319.69962,0.0,19.8788,0.0,698.1576299999999,651.317,246.7654,3,2024,
BHADRADRI TPP,1080.0,0,521.294,0,0.0,0.0,0.0,521.294,449.34,183.533,3,2024,
DAMODARAM SANJEEVAIAH TPS,2400.0,619.659,0,0,0.0,0.0,0.0,619.659,667.849,39.647,3,2024,
Dr. N.TATA RAO TPS,2560.0,600.575,371.603,0,0.0,0.0,0.0,972.1780000000001,1007.407,142.98,3,2024,
ITPCL TPP,1200.0,0,0,0,0.0,468.3164,0.0,468.3164,431.5488,104.12,3,2024,
KAKATIYA TPS,1100.0,0,422.014,0,0.0,0.0,0.0,422.014,413.461,387.22,3,2024,
KOTHAGUDEM TPS (NEW),1000.0,0,416.57,0,0.0,0.0,0.0,416.57,386.09,156.131,3,2024,
KOTHAGUDEM TPS (STAGE-7),800.0,0,290.794,0,0.0,0.0,0.0,290.794,271.175,94.456,3,2024,
KUDGI STPP,2400.0,271.25,188.6,67.07,0.0,240.264,0.0,767.184,698.673,580.9300000000001,3,2024,
METTUR TPS,840.0,214.948,262.7583,0,0.0,0.0,0.0,477.70630000000006,425.7603,185.417,3,2024,
METTUR TPS - II,600.0,119.02,140.41,0,0.0,0.0,0.0,259.43,169.97,205.98,3,2024,
MUTHIARA TPP,1200.0,0,0,0,0.0,386.255,0.0,386.255,411.328,133.34,3,2024,
NORTH CHENNAI TPS,1830.0,1018.534,0,0,0.0,75.0,0.0,1093.534,918.943,363.952,3,2024,
NTPL TUTICORIN  TPP,1000.0,191.675,0,71.655,0.0,69.5,0.0,332.83000000000004,398.228,253.28,3,2024,
OPG Power Generation Private Limited,414.0,0,0,0,0.0,34.0,0.0,34.0,34.0,0.0,3,2024,
PAINAMPURAM TPP,1320.0,381.936,0,0,0.0,139.444,0.0,521.38,558.318,208.975,3,2024,
RAICHUR TPS,1720.0,369.789,249.534,0,0.0,35.93,0.0,655.2529999999999,565.077,385.92,3,2024,
RAMAGUNDEM-B TPS,62.5,0,17.047,0,0.0,0.0,0.0,17.047,18.522,7.037,3,2024,
RAMAGUNDEM STPS,2600.0,0,1017.11,0,0.0,0.0,0.0,1017.11,1047.554,610.01,3,2024,
RAYALASEEMA TPS,1650.0,612.2420000000001,136.78,0,0.0,0.0,0.0,749.022,691.71,153.656,3,2024,
SGPL TPP,1320.0,226.693,0,0,0.0,169.985,0.0,396.678,473.44000000000005,369.349,3,2024,
SIMHADRI,2000.0,631.76,7.57,152.82999999999998,0.0,105.965,0.0,898.125,687.424,628.24,3,2024,
SIMHAPURI TPS,600.0,0,0,0,0.0,165.801843,0.0,165.801843,191.925,68.05,3,2024,
SINGARENI TPP,1200.0,0,484.731,0,0.0,0.0,0.0,484.731,447.6077,175.29,3,2024,
TELANGANA STPP PH-1,1600.0,0,478.64,0,0.0,0.0,0.0,478.64,519.576,182.602,3,2024,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,57.69,0.0,57.69,57.6899,0.0,3,2024,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,111.49,0.0,111.49,126.05,7.73,3,2024,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,134.148,0.0,134.148,122.085,21.26,3,2024,
TUTICORIN TPS,1050.0,562.974,0,0,0.0,0.0,0.0,562.974,578.116,176.58,3,2024,
VALLUR TPP,1500.0,285.105,0,0,0.0,0.0,0.0,285.105,238.034,600.76,3,2024,
VIZAG TPP,1040.0,408.58748,0,0,0.0,67.8249,0.0,476.41238000000004,362.611,172.982,3,2024,
YERMARUS TPP,1600.0,0,348.126,0,0.0,23.873,0.0,371.99899999999997,346.88100000000003,277.258,3,2024,
BAKRESWAR TPS,1050.0,88.775,0,479.154,0.0,0.0,0.0,567.929,494.938,176.84,3,2024,
BANDEL TPS,270.0,0,0,133.792,0.0,0.0,0.0,133.792,127.919,28.74,3,2024,
BARAUNI TPS,710.0,14.25,0,213.83,0.0,0.0,0.0,228.08,183.651,183.088,3,2024,
BARH  STPS,2640.0,543.25,0,385.56,0.0,38.171,0.0,966.981,944.072,689.093,3,2024,
BOKARO TPS `A` EXP,500.0,255.878,0,0,0.0,0.0,0.0,255.878,167.461,329.6,3,2024,
BUDGE BUDGE TPS,750.0,98.9,0,39.202,225.783,0.0,0.0,363.885,303.978,296.25,3,2024,
CHANDRAPURA(DVC) TPS,500.0,200.284,0,42.689,0.0,0.0,0.0,242.97299999999998,198.315,303.49,3,2024,
DARLIPALI STPS,1600.0,157.14,0,745.66,0.0,0.0,0.0,902.8,904.93,272.66,3,2024,
DERANG TPP,1200.0,328.549,0,0,339.332,0.0,0.0,667.881,429.99,1253.02,3,2024,
DISHERGARH TPP,12.0,10.99,0,0,0.0,0.0,0.0,10.99,0.97,10.11,3,2024,
D.P.L. TPS,550.0,105.232,0,145.375,0.0,0.0,0.0,250.607,196.52,207.4,3,2024,
DURGAPUR STEEL TPS,1000.0,340.38800000000003,0,7.674,0.0,7.554,0.0,355.616,358.26,384.111,3,2024,
